GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO001914	Hypoth	25	0	33	22	408	408	408	363	106	0.080882353	0.018875797	0.110294118	0.220588235	0.666666667	2
MYCO001915	Int metab	4770	0	26	22	1104	1104	1104	1079	320	0.023550725	-0.038455831	0.022644928	0.130434783	0.846153846	5.76
MYCO001916	Int metab	101	0	55	38	1191	1197	1196.842105	1138	360	0.045954266	-0.01605229	0.049164468	0.09762533	0.690909091	1.98568873
MYCO001917	PE/PPE	7638	0	14	10	4380	4380	4380	4362	1450	0.003196347	-0.058810209	0.004109589	0.006849315	0.714285714	1.666666667
MYCO001918	PE/PPE	1477	0	190	132	2943	2973	2963.909091	2721	848	0.06410453	0.002097974	0.081955648	0.141674079	0.694736842	1.728667665
MYCO001919	Hypoth	16	0	26	20	465	465	465	440	135	0.055913978	-0.006092577	0.053763441	0.129032258	0.769230769	2.4
MYCO001920	Cell wall	25	0	68	48	864	864	864	799	243	0.078703704	0.016697148	0.075231481	0.15625	0.705882353	2.076923077
MYCO001921	Cell wall	1192	0	69	48	1272	1272	1272	1210	381	0.054245283	-0.007761273	0.048742138	0.101415094	0.695652174	2.080645161
MYCO001922	Cell wall	123	0	64	38	1116	1122	1116.157895	1055	334	0.057339558	-0.004666998	0.054793229	0.10227755	0.59375	1.866609294
MYCO001923	Int metab	149	0	95	67	1341	1344	1341.044776	1243	387	0.070840289	0.008833734	0.07311074	0.134257095	0.705263158	1.836352565
MYCO001924	Hypoth	30	0	30	17	381	381	381	354	110	0.078740157	0.016733602	0.070866142	0.133858268	0.566666667	1.888888889
MYCO001925	Lipids	87	0	93	56	1863	1863	1863	1766	551	0.049919485	-0.012087071	0.052066559	0.112721417	0.602150538	2.164948454
MYCO001926	Cell wall	21	0	31	21	474	480	479.5714286	444	139	0.064641049	0.002634493	0.074173369	0.130473637	0.677419355	1.759036145
MYCO001927	Hypoth	219	0	59	39	762	774	773.3846154	693	214	0.076288045	0.014281489	0.103938731	0.169882634	0.661016949	1.634449761
MYCO001928	Int metab	1346	0	48	37	768	768	768	714	218	0.0625	0.000493444	0.0703125	0.1484375	0.770833333	2.111111111
MYCO001929	Hypoth	1507	0	58	39	645	645	645	591	178	0.089922481	0.027915925	0.08372093	0.172093023	0.672413793	2.055555556
MYCO001930	Hypoth	268	0	43	34	525	525	525	483	142	0.081904762	0.019898206	0.08	0.188571429	0.790697674	2.357142857
MYCO001931	Regulatory	83	0	52	39	777	780	779.9230769	725	159	0.066673242	0.004666686	0.070421146	0.388401223	0.75	5.515406162
MYCO001932	Virulence	76	0	32	18	498	498	498	467	149	0.064257028	0.002250472	0.062248996	0.102409639	0.5625	1.64516129
MYCO001933	Lipids	1132	0	66	50	1083	1092	1091.82	1022	305	0.060449525	-0.001557031	0.06394827	0.161949772	0.757575758	2.532512174
MYCO001934	Lipids	712	0	79	51	1218	1230	1229.764706	1137	347	0.064239931	0.002233375	0.07543289	0.153496604	0.64556962	2.034876347
MYCO001935	Lipids	75	0	67	46	957	957	957	892	274	0.070010449	0.008003894	0.067920585	0.141065831	0.686567164	2.076923077
MYCO001936	Int metab	53	0	80	53	1110	1110	1110	1019	311	0.072072072	0.010065516	0.081981982	0.159459459	0.6625	1.945054945
MYCO001937	Int metab	793	0	144	104	2511	2523	2519.826923	2355	733	0.057146782	-0.004859774	0.065412002	0.127321016	0.722222222	1.946447322
MYCO001938	Virulence	119	0	70	50	1068	1071	1070.94	1000	309	0.065363139	0.003356583	0.066240873	0.134405289	0.714285714	2.029038624
MYCO001939	Int metab	690	0	41	30	507	516	515.6	468	141	0.079519007	0.017512451	0.092319628	0.179596587	0.731707317	1.945378151
MYCO001940	Int metab	6318	0	25	14	1062	1062	1062	1034	338	0.02354049	-0.038466066	0.026365348	0.04519774	0.56	1.714285714
MYCO001941	Int metab	122	0	48	32	753	771	770.4375	709	221	0.062302263	0.000295708	0.079743652	0.139449988	0.666666667	1.748728383
MYCO001942	Virulence	7	0	22	15	330	330	330	309	97	0.066666667	0.004660111	0.063636364	0.118181818	0.681818182	1.857142857
MYCO001943	Virulence	28	0	25	17	378	378	378	355	109	0.066137566	0.00413101	0.060846561	0.134920635	0.68	2.217391304
MYCO001944	Hypoth	67	0	48	30	588	591	590.9	545	167	0.081232019	0.019225463	0.077678118	0.152140802	0.625	1.958605664
MYCO001945	IS and phage	7213	87	50	32	1365	1365	1365	1305	435	0.036630037	-0.025376519	0.043956044	0.043956044	0.64	1
MYCO001946	Cell wall	84	0	34	26	453	453	453	422	126	0.075055188	0.013048632	0.068432671	0.165562914	0.764705882	2.419354839
MYCO001947	Hypoth	145	0	22	16	402	402	402	381	118	0.054726368	-0.007280188	0.052238806	0.119402985	0.727272727	2.285714286
MYCO001948	Hypoth	227	0	39	22	351	351	351	317	96	0.111111111	0.049104555	0.096866097	0.179487179	0.564102564	1.852941176
MYCO001950	Hypoth	32	0	12	9	192	192	192	182	56	0.0625	0.000493444	0.052083333	0.125	0.75	2.4
MYCO001951	Hypoth	334	0	18	12	297	297	297	278	88	0.060606061	-0.001400495	0.063973064	0.111111111	0.666666667	1.736842105
MYCO001952	Virulence	23	0	11	8	216	216	216	206	65	0.050925926	-0.01108063	0.046296296	0.097222222	0.727272727	2.1
MYCO001953	Virulence	29	0	34	21	312	312	312	284	86	0.108974359	0.046967803	0.08974359	0.173076923	0.617647059	1.928571429
MYCO001954	Hypoth	72	0	34	22	522	522	522	489	153	0.0651341	0.003127544	0.063218391	0.120689655	0.647058824	1.909090909
MYCO001955	Virulence	55	0	21	13	378	378	378	359	114	0.055555556	-0.006451	0.05026455	0.095238095	0.619047619	1.894736842
MYCO001956	Virulence	80	0	42	26	450	450	450	421	132	0.093333333	0.031326778	0.064444444	0.12	0.619047619	1.862068966
MYCO001957	Hypoth	37	0	35	21	546	546	546	513	162	0.064102564	0.002096008	0.06043956	0.10989011	0.6	1.818181818
MYCO001958	Hypoth	104	0	54	32	615	615	615	565	174	0.087804878	0.025798322	0.081300813	0.151219512	0.592592593	1.86
MYCO001959	Virulence	6	0	18	14	297	300	297.2142857	281	87	0.060562365	-0.001444191	0.054554194	0.12184571	0.777777778	2.233480176
MYCO001960	Virulence	7	0	14	10	252	252	252	242	76	0.055555556	-0.006451	0.03968254	0.095238095	0.714285714	2.4
MYCO001961	Hypoth	215	0	41	31	492	495	494.9032258	453	134	0.082844479	0.020837923	0.084669535	0.187719984	0.756097561	2.217090069
MYCO001962	Virulence	20	0	28	18	405	408	407.8333333	379	119	0.068655497	0.006648941	0.070698815	0.124642419	0.642857143	1.76300578
MYCO001963	Regulatory	199	0	61	30	1221	1221	1221	1163	378	0.04995905	-0.012047506	0.047502048	0.071253071	0.491803279	1.5
MYCO001964	Virulence	276	0	44	30	798	798	798	755	236	0.055137845	-0.006868711	0.053884712	0.112781955	0.681818182	2.093023256
MYCO001965	Virulence	262	0	50	33	816	816	816	768	240	0.06127451	-0.000732046	0.058823529	0.117647059	0.66	2
MYCO001966	Virulence	209	0	77	49	1278	1281	1278.122449	1202	380	0.060244619	-0.001761937	0.059558025	0.108066679	0.636363636	1.814477212
MYCO001967	Virulence	212	0	80	49	1026	1029	1028.938776	952	298	0.07775001	0.015743454	0.074774882	0.131143639	0.6125	1.753846154
MYCO001968	Virulence	2457	0	75	53	1230	1236	1233	1156	358	0.060827251	-0.001179305	0.062449311	0.128953771	0.706666667	2.064935065
MYCO001969	Virulence	328	0	79	56	1260	1272	1271.625	1176	366	0.062125233	0.000118678	0.075199056	0.136537894	0.708860759	1.815686275
MYCO001970	Cell wall	175	0	68	48	1125	1134	1133.8125	1060	331	0.059974643	-0.002031913	0.065101152	0.124193815	0.705882353	1.907705334
MYCO001971	Virulence	720	0	92	66	1314	1314	1314	1225	373	0.070015221	0.008008665	0.067732116	0.148401826	0.717391304	2.191011236
MYCO001972	Cell wall	148	0	38	24	573	576	575.75	539	169	0.066000868	0.003994313	0.063829787	0.119409466	0.631578947	1.870748299
MYCO001973	Cell wall	326	0	29	20	483	483	483	455	142	0.060041408	-0.001965148	0.057971014	0.118012422	0.689655172	2.035714286
MYCO001974	Cell wall	112	0	30	19	378	378	378	348	108	0.079365079	0.017358524	0.079365079	0.142857143	0.633333333	1.8
MYCO001975	Hypoth	931	0	37	23	666	666	666	633	201	0.055555556	-0.006451	0.04954955	0.094594595	0.621621622	1.909090909
MYCO001976	Hypoth	192	0	25	21	408	408	408	383	115	0.06127451	-0.000732046	0.06127451	0.154411765	0.84	2.52
MYCO001977	Hypoth	983	0	51	35	1035	1047	1046.657143	984	311	0.048726558	-0.013279998	0.059864057	0.108590615	0.68627451	1.813953488
MYCO001978	Hypoth	1393	0	50	33	846	855	849.0909091	799	252	0.05888651	-0.003120046	0.058993576	0.109635974	0.66	1.858439201
MYCO001979	Cell wall	190	0	80	62	1443	1449	1446.048387	1366	424	0.055323183	-0.006683372	0.055356645	0.120361385	0.775	2.174289744
MYCO001980	Cell wall	46	0	48	32	687	687	687	640	201	0.069868996	0.00786244	0.068413392	0.122270742	0.666666667	1.787234043
MYCO001982	Virulence	55	0	40	26	414	420	419.7692308	381	116	0.095290453	0.033283897	0.092358439	0.170973062	0.65	1.851190476
MYCO001983	PE/PPE	2102	0	90	54	1650	1677	1676.5	1566	500	0.053683269	-0.008323287	0.065911124	0.105278855	0.6	1.597285068
MYCO001984	Cell wall	366	0	43	27	654	654	654	611	192	0.065749235	0.00374268	0.065749235	0.119266055	0.627906977	1.813953488
MYCO001985	Regulatory	209	0	53	34	912	912	912	862	272	0.058114035	-0.003892521	0.054824561	0.105263158	0.641509434	1.92
MYCO001986	Cell wall	81	0	46	27	600	600	600	555	173	0.076666667	0.014660111	0.075	0.135	0.586956522	1.8
MYCO001987	Cell wall	67	0	32	19	429	429	429	399	124	0.074592075	0.012585519	0.06993007	0.132867133	0.59375	1.9
MYCO001988	Int metab	191	0	33	23	537	540	539.7391304	503	156	0.061140648	-0.000865908	0.06806831	0.132914451	0.696969697	1.952662722
MYCO001989	Hypoth	61	0	32	24	561	561	561	530	163	0.057040998	-0.004965558	0.055258467	0.128342246	0.75	2.322580645
MYCO001990	Regulatory	6	0	16	9	342	342	342	327	106	0.046783626	-0.01522293	0.043859649	0.070175439	0.5625	1.6
MYCO001991	Virulence	9	0	19	14	345	345	345	327	101	0.055072464	-0.006934092	0.052173913	0.12173913	0.736842105	2.333333333
MYCO001992	Cell wall	2424	0	109	76	2316	2316	2316	2206	697	0.047063903	-0.014942653	0.047495682	0.097150259	0.697247706	2.045454545
MYCO001993	Hypoth	1456	0	25	15	273	273	273	251	78	0.091575092	0.029568536	0.080586081	0.142857143	0.6	1.772727273
MYCO001994	Regulatory	1022	0	22	10	357	357	357	337	109	0.06162465	-0.000381906	0.056022409	0.084033613	0.454545455	1.5
MYCO001995	Hypoth	1432	0	44	30	768	768	768	724	227	0.057291667	-0.004714889	0.057291667	0.11328125	0.681818182	1.977272727
MYCO001996	Virulence	1387	0	51	35	954	954	954	905	286	0.053459119	-0.008547436	0.051362683	0.100628931	0.68627451	1.959183673
MYCO001997	Cell wall	3358	0	136	89	2715	2721	2718.033708	2586	796	0.050036171	-0.011970385	0.048576921	0.121423699	0.654411765	2.499617054
MYCO001998	Hypoth	89	0	56	35	777	777	777	723	226	0.072072072	0.010065516	0.069498069	0.127413127	0.625	1.833333333
MYCO001999	Cell wall	564	0	92	62	1323	1323	1323	1233	382	0.069538927	0.007532371	0.068027211	0.133786848	0.673913043	1.966666667
MYCO002000	Hypoth	190	0	112	70	1605	1617	1613.914286	1497	466	0.069396498	0.007389943	0.072441447	0.133782994	0.625	1.846774194
MYCO002001	Hypoth	41	0	62	38	753	753	753	693	214	0.082337317	0.020330762	0.079681275	0.147410359	0.612903226	1.85
MYCO002002	Lipids	72	0	41	28	783	783	783	744	234	0.052362708	-0.009643848	0.049808429	0.103448276	0.682926829	2.076923077
MYCO002003	Hypoth	169	0	64	43	858	864	858.1395349	796	245	0.074579946	0.01257339	0.072411924	0.143495935	0.671875	1.981661677
MYCO002004	Hypoth	267	0	80	47	1497	1497	1497	1419	456	0.053440214	-0.008566342	0.052104208	0.086172345	0.5875	1.653846154
MYCO002005	Virulence	29	0	43	25	885	888	887.88	847	273	0.048429968	-0.013576588	0.046042258	0.077578051	0.581395349	1.684931507
MYCO002006	Virulence	384	0	248	169	3963	4002	3983.946746	3706	1165	0.062249828	0.000243272	0.069766682	0.122729237	0.681451613	1.759138228
MYCO002007	Int metab	11	0	12	8	345	345	345	334	107	0.034782609	-0.027223947	0.031884058	0.069565217	0.666666667	2.181818182
MYCO002008	Hypoth	48	0	85	53	1326	1326	1326	1241	390	0.064102564	0.002096008	0.064102564	0.117647059	0.623529412	1.835294118
MYCO002009	Virulence	11	0	15	10	243	243	243	229	71	0.061728395	-0.000278161	0.057613169	0.12345679	0.666666667	2.142857143
MYCO002010	Virulence	34	0	18	12	399	399	399	382	121	0.045112782	-0.016893774	0.042606516	0.090225564	0.666666667	2.117647059
MYCO002011	Regulatory	9	0	29	15	432	432	432	405	129	0.06712963	0.005123074	0.0625	0.104166667	0.517241379	1.666666667
MYCO002012	Hypoth	24	0	43	34	495	501	495.2647059	456	137	0.086822258	0.024815702	0.079280242	0.170140745	0.790697674	2.146067416
MYCO002013	IS and phage	715	0	26	16	477	480	479.8125	453	145	0.054187834	-0.007818722	0.055881204	0.093395858	0.615384615	1.671328671
MYCO002014	IS and phage	170	0	41	29	579	591	590.5862069	544	167	0.069422549	0.007415993	0.078881299	0.151690314	0.707317073	1.923019985
MYCO002015	Hypoth	2141	0	90	41	1257	1260	1257.073171	1188	381	0.071594878	0.009588322	0.054947614	0.090745052	0.455555556	1.651483051
MYCO002016	Hypoth	1811	0	28	23	576	579	576.1304348	549	169	0.048600106	-0.01340645	0.047090786	0.119990944	0.821428571	2.548076923
MYCO002017	Regulatory	145	0	64	44	1029	1041	1040.727273	951	295	0.061495458	-0.000511098	0.086215933	0.149633124	0.6875	1.73556231
MYCO002018	Hypoth	216	0	31	14	720	720	720	691	226	0.043055556	-0.018951	0.040277778	0.058333333	0.451612903	1.448275862
MYCO002019	Hypoth	671	0	28	18	417	417	417	390	122	0.067146283	0.005139727	0.064748201	0.122302158	0.642857143	1.888888889
MYCO002020	Hypoth	292	0	21	12	300	300	300	278	87	0.07	0.007993444	0.073333333	0.13	0.571428571	1.772727273
MYCO002021	Regulatory	177	0	20	13	306	306	306	288	89	0.065359477	0.003352921	0.058823529	0.12745098	0.65	2.166666667
MYCO002022	Hypoth	212	0	56	40	603	609	606	550	167	0.092409241	0.030402685	0.092409241	0.173267327	0.714285714	1.875
MYCO002023	Hypoth	514	0	17	12	360	360	360	344	108	0.047222222	-0.014784334	0.044444444	0.1	0.705882353	2.25
MYCO002024	Hypoth	7047	0	22	18	1548	1548	1548	1528	501	0.014211886	-0.047794669	0.012919897	0.029069767	0.818181818	2.25
MYCO002025	Cell wall	174	0	67	46	999	999	999	935	290	0.067067067	0.005060511	0.064064064	0.129129129	0.686567164	2.015625
MYCO002026	Virulence	55	0	58	41	885	885	885	829	256	0.065536723	0.003530167	0.063276836	0.13220339	0.706896552	2.089285714
MYCO002027	Regulatory	1786	0	66	43	1722	1722	1722	1656	532	0.038327526	-0.02367903	0.038327526	0.073170732	0.651515152	1.909090909
MYCO002028	Virulence	335	0	41	24	840	840	840	801	256	0.048809524	-0.013197032	0.046428571	0.085714286	0.585365854	1.846153846
MYCO002029	Int metab	266	0	63	42	1017	1023	1020	947	294	0.061764706	-0.00024185	0.071568627	0.135294118	0.666666667	1.890410959
MYCO002030	Hypoth	479	0	125	78	2040	2055	2045.923077	1911	608	0.061097116	-0.00090944	0.065947287	0.10847088	0.624	1.644811859
MYCO002031	Virulence	17	0	31	20	435	435	435	405	124	0.071264368	0.009257812	0.068965517	0.144827586	0.64516129	2.1
MYCO002032	Hypoth	312	0	62	40	996	996	996	936	294	0.062248996	0.00024244	0.060240964	0.114457831	0.64516129	1.9
MYCO002033	Hypoth	1027	0	57	36	840	843	842.9166667	784	246	0.067622343	0.005615787	0.069896194	0.124468611	0.631578947	1.780763791
MYCO002034	Regulatory	378	0	19	13	324	324	324	304	95	0.058641975	-0.00336458	0.061728395	0.12037037	0.684210526	1.95
MYCO002035	Hypoth	12	0	34	26	489	489	489	455	137	0.069529652	0.007523097	0.069529652	0.159509202	0.764705882	2.294117647
MYCO002036	Hypoth	33	0	39	31	639	642	641.9032258	603	184	0.060756822	-0.001249734	0.060606061	0.140057289	0.794871795	2.310945274
MYCO002037	Cell wall	85	0	76	51	969	975	974.8823529	897	277	0.077958125	0.015951569	0.079888976	0.147589453	0.671052632	1.847432024
MYCO002038	Cell wall	14	0	56	36	1068	1074	1073.833333	1014	322	0.05214962	-0.009856936	0.055719385	0.100419059	0.642857143	1.802228412
MYCO002039	Cell wall	12	0	44	29	843	843	843	800	253	0.052194543	-0.009812013	0.051008304	0.099644128	0.659090909	1.953488372
MYCO002040	Cell wall	19	0	33	21	903	903	903	871	280	0.03654485	-0.025461705	0.035437431	0.069767442	0.636363636	1.96875
MYCO002041	Cell wall	33	0	76	47	1320	1320	1320	1248	396	0.057575758	-0.004430798	0.054545455	0.1	0.618421053	1.833333333
MYCO002042	Hypoth	166	0	53	32	798	798	798	746	234	0.06641604	0.004409484	0.065162907	0.120300752	0.603773585	1.846153846
MYCO002043	Int metab	297	0	208	185	546	570	560.8702703	386	85	0.370852247	0.308845691	0.311783811	0.545349409	0.889423077	1.749126766
MYCO002044	Hypoth	1135	0	19	14	318	318	318	300	92	0.059748428	-0.002258128	0.056603774	0.132075472	0.736842105	2.333333333
MYCO002045	Int metab	96	0	102	68	1536	1536	1536	1437	430	0.06640625	0.004399694	0.064453125	0.16015625	0.666666667	2.484848485
MYCO002046	Cell wall	297	0	52	28	648	657	656.4642857	592	184	0.07921223	0.017205674	0.098199227	0.159131712	0.538461538	1.620498615
MYCO002047	Hypoth	413	0	128	82	2553	2565	2564.817073	2421	766	0.049906093	-0.012100463	0.056073033	0.10402967	0.640625	1.855253116
MYCO002048	Lipids	7596	0	43	29	12456	12459	12457.03448	5292	4064	0.003451865	-0.058554691	0.57517979	0.021275889	0.674418605	0.03698998
MYCO002049	Hypoth	43	0	16	10	225	225	225	209	65	0.071111111	0.009104555	0.071111111	0.133333333	0.625	1.875
MYCO002051	Cell wall	479	0	139	78	2625	2631	2625.115385	2482	799	0.052950053	-0.009056502	0.05451775	0.086897279	0.561151079	1.593926364
MYCO002052	Hypoth	1128	0	105	63	1605	1608	1605.047619	1498	463	0.06541862	0.003412064	0.066694357	0.134605115	0.6	2.018238434
MYCO002053	Cell wall	37	0	46	27	525	528	527.8888889	482	152	0.08713955	0.025132994	0.086929068	0.136181856	0.586956522	1.566585956
MYCO002054	Hypoth	67	0	55	41	711	714	713.9268293	659	197	0.077038707	0.015032151	0.076936217	0.172184073	0.745454545	2.238010657
MYCO002059	Hypoth	472	0	120	83	1536	1536	1536	1438	446	0.078125	0.016118444	0.063802083	0.12890625	0.691666667	2.020408163
MYCO002060	Cell wall	364	0	30	23	402	402	402	376	115	0.074626866	0.01262031	0.064676617	0.141791045	0.766666667	2.192307692
MYCO002061	Hypoth	56	0	32	25	405	405	405	375	112	0.079012346	0.01700579	0.074074074	0.17037037	0.78125	2.3
MYCO002062	Int metab	1508	0	211	156	3585	3585	3585	3369	1043	0.058856346	-0.00315021	0.060251046	0.127196653	0.739336493	2.111111111
MYCO002063	Virulence	5	0	15	7	234	234	234	220	71	0.064102564	0.002096008	0.05982906	0.08974359	0.466666667	1.5
MYCO002064	Int metab	1166	0	58	39	1092	1095	1092.076923	1029	295	0.053109812	-0.008896744	0.057758681	0.189617525	0.672413793	3.282926829
MYCO002065	Int metab	1270	0	35	24	624	627	626.875	592	186	0.055832502	-0.006174053	0.055633101	0.109870389	0.685714286	1.974910394
MYCO002066	Int metab	932	0	108	73	1512	1527	1526.753425	1401	432	0.070738338	0.008731782	0.082366558	0.151139942	0.675925926	1.83496732
MYCO002067	Hypoth	86	0	69	44	1224	1224	1224	1158	367	0.056372549	-0.005634007	0.053921569	0.100490196	0.637681159	1.863636364
MYCO002068	Int metab	33	0	58	42	921	924	923.8571429	861	268	0.062780269	0.000773713	0.06803773	0.129735581	0.724137931	1.906818182
MYCO002069	Information	189	0	25	15	558	558	558	536	171	0.044802867	-0.017203688	0.039426523	0.080645161	0.6	2.045454545
MYCO002070	Int metab	2906	0	36	21	735	735	735	699	219	0.048979592	-0.013026964	0.048979592	0.106122449	0.583333333	2.166666667
MYCO002071	Int metab	101	0	59	39	750	762	756.1538462	696	217	0.07802645	0.016019894	0.079552391	0.13906409	0.661016949	1.748081841
MYCO002072	Int metab	472	0	67	52	1170	1173	1172.942308	1107	339	0.057121309	-0.004885247	0.056219566	0.132949683	0.776119403	2.364829396
MYCO002073	Int metab	395	0	43	30	750	750	750	708	220	0.057333333	-0.004673222	0.056	0.12	0.697674419	2.142857143
MYCO002074	Int metab	170	0	24	14	414	414	414	390	124	0.057971014	-0.004035541	0.057971014	0.101449275	0.583333333	1.75
MYCO002075	Cell wall	391	0	98	68	1464	1473	1464.132353	1360	418	0.06693384	0.004927284	0.071122227	0.143520053	0.693877551	2.01793532
MYCO002076	Hypoth	13	0	12	7	252	252	252	241	78	0.047619048	-0.014387508	0.043650794	0.071428571	0.583333333	1.636363636
MYCO002077	Cell wall	159	0	63	44	969	972	971.9318182	909	279	0.064819362	0.002812806	0.064749211	0.138828481	0.698412698	2.144095341
MYCO002078	Hypoth	15	0	30	19	315	315	315	286	86	0.095238095	0.033231539	0.092063492	0.180952381	0.633333333	1.965517241
MYCO002079	Hypoth	1812	0	99	69	1962	1971	1970.695652	1843	543	0.050236068	-0.011770488	0.064797247	0.173388342	0.696969697	2.675859721
MYCO002080	Cell wall	46	0	44	33	564	567	564.0909091	523	158	0.078001612	0.015995056	0.07284448	0.159709911	0.75	2.192477876
MYCO002081	Cell wall	4467	0	33	24	438	453	441.75	411	99	0.074702886	0.01269633	0.069609508	0.327674024	0.727272727	4.707317073
MYCO002082	Hypoth	3643	0	151	119	2160	2172	2165.394958	1937	595	0.069733237	0.007726681	0.105474965	0.175670012	0.78807947	1.665513816
MYCO002083	Hypoth	549	0	70	52	945	945	945	877	266	0.074074074	0.012067518	0.071957672	0.155555556	0.742857143	2.161764706
